title,label,processed_title,high_priority_flag
    년  월 졸업신청 안내 notices for february      graduation application  학사학위수료자 대상 for students in the state of  completion of bachelor s degree  ,0,졸업 신청 안내 notice february graduation application 학사 학위 수료 대상 student state completion bachelor degree,0
졸업앨범 추가 촬영 일정 및 앨범비 납부 안내,0,졸업앨범 추가 촬영 일정 앨범 납부 안내,0
      학기 분할납부  회 신청자  차 납부     tuition installment payment,0,분할 납부 신청자 납부 tuition installment payment,0
수강철회 특례제도 for 만료,0,수강철회 특례 제도,0
안내,0,안내,0
    학년도 겨울 계절제 수강 희망 교과목 수요조사 실시 안내,0,겨울 계절제 수강 희망 교과목 수요 조사 실시 안내,1
    학년도  학기 학부 수강과목 철회 for      fall 만료,0,학부 수강 과목 철회 fall,0
    학년도  학기 학부 수강인원 미달 최종 폐강 교과목 안내,0,학부 수강 인원 미달 최종 폐강 교과목 안내,0
      학기 분할납부   월 등록일정 안내 만료,0,분할 납부 등록 일정 안내,0
    학년도  학기 캠퍼스내 소속변경 전형 안내,0,캠퍼스 소속 변경 전형 안내,0
제  회 시상식 개최 안내,1,시상식 개최 안내,0
    학년도  학기 학부 강의정보 공유를 위한 설문 실시 안내 만료,0,학부 강의 정보 공유 설문 실시 안내,0
    년  월 졸업신청 확인 및 변경 안내 application for changing graduation plan in february      ,0,졸업 신청 확인 변경 안내 application change graduation plan february,0
    학년도 겨울 계절제 수업 강의 안내 및 추가 만료,0,겨울 계절제 수업 강의 안내 추가,1
서울대학교     학년도 겨울학기 국내대학 학점 교류 수학 안내 만료,0,서울대학교 겨울 국내 대학 학점 교류 수학 안내,0
      학기 분할납부  회 신청자  차 tuition installment payment guideline  만료,0,분할 납부 신청자 tuition installment payment guideline,0
    학년도 교직과정 이수예정자 추가   만료,0,교직과정 이수 예정자 추가,0
    학년도  학기 캠퍼스 생활관   우정원  ,0,캠퍼스 생활관 우정,0
전체 안내,0,전체 안내,0
     학년도 겨울 계절학기 국내대학 학점교류 수학안내 만료,0,겨울 계절 국내 대학 학점 교류 수학 안내,1
울산대학교     학년도 겨울 계절학기 국내대학 학점교류 수학안내 만료,0,울산대학교 겨울 계절 국내 대학 학점 교류 수학 안내,1
고려대학교     학년도 겨울학기 국내교환 학점교류 수학안내 만료,0,고려대학교 겨울 국내 교환 학점 교류 수학 안내,1
계명대학교     학년도 겨울 계절학기 국내대학 학점교류 수학 안내 만료,0,계명대학교 겨울 계절 국내 대학 학점 교류 수학 안내,1
 강사 공개채용 공고 만료,0,강사 공개 채용 공고,0
영남대학교     학년도 겨울 계절학기 국내대학 학점 교류 수학 안내 만료,0,영남대학교 겨울 계절 국내 대학 학점 교류 수학 안내,1
 온라인 설명회,0,온라인 설명회,0
     학년도 겨울 계절학기 국내대학 학점 교류 수학 안내 만료,0,겨울 계절 국내 대학 학점 교류 수학 안내,1
교내 일시 중지 안내,0,교내 일시 중지 안내,0
    학년도 동절기 난방시행계획 안내,0,절기 난방 시행 계획 안내,0
 비전임교원 공개채용 공고 만료,0,비전임 교원 공개 채용 공고,0
       재입학 전형 안내 re admission application for spring semester 추가,0,재입학 전형 안내 re admission application spring semester 추가,0
울산과학기술원     학년도 겨울 계절학기 국내대학 학점교류 수학 안내 만료,0,울산과학기술원 겨울 계절 국내 대학 학점 교류 수학 안내,1
한국외국어대학교     학년도 겨울 계절학기 국내교환 학점교류 수학안내 만료,0,한국외국어대학교 겨울 계절 국내 교환 학점 교류 수학 안내,1
    학년도 겨울 계절제수업 국내대학 교환학생 타대생  학사안내,0,겨울 계절제 수업 국내 대학 교환 학생 타대생 학사 안내,1
중앙대학교     학년도 겨울 계절학기 국내대학 학점교류 수학,0,중앙대학교 겨울 계절 국내 대학 학점 교류 수학,1
    학년도  학기 및 국제캠퍼스 셔틀버스 운행 연장 ,0,국제 캠퍼스 셔틀버스 운행,0
대학교     학년도 겨울 계절학기 국내교환 학점교류 수학안내 만료,0,대학교 겨울 계절 국내 교환 학점 교류 수학 안내,1
장애 인식개선 교육,0,장애 인식 개선 교육,0
    학년도 캠퍼스간 소속변경 전형 요강 관련 추가,0,캠퍼스 소속 변경 전형 요강 관련 추가,0
선택교양 대한     학년도 계절제 재수강 처리 안내 만료,0,선택 교양 계절제 수강 처리 안내,1
전주대학교     학년도 겨울 계절학기 국내대학 학점 교류 수학 안내 만료,0,전주대학교 겨울 계절 국내 대학 학점 교류 수학 안내,1
성신여자대학교     학년도 겨울 계절학기 학점교류 수학안내 만료,0,성신여자대학교 겨울 계절 학점 교류 수학 안내,1
    학년도  학기 졸업예정자 복수전공 신청 안내 접수 관련 추가,0,졸업 예정자 복수 전공 신청 안내 관련 추가,0
  월   월  국제캠퍼스 셔틀버스 운행 안내,0,국제 캠퍼스 셔틀버스 운행 안내,0
한남대학교     학년도 겨울 계절학기 국내대학 학점교류 수학안내,0,한남대학교 겨울 계절 국내 대학 학점 교류 수학 안내,1
    학년도 겨울 계절제 수업 폐강 과목 안내  차 ,0,겨울 계절제 수업 폐강 과목 안내,1
    학년도 겨울 계절제 수업 추가 개설 안내,0,겨울 계절제 수업 추가 개설 안내,1
    학년도 겨울 계절제 수업 추가 개설 안내,0,겨울 계절제 수업 추가 개설 안내,1
    년  월 교원자격증 발급 신청           ,0,교원 자격증 발급 신청,1
겨울방학 신규 입사신청 안내,0,겨울 방학 신규 입사 신청 안내,0
한국과학기술원     학년도 겨울 계절학기 국내교환 학점교류 수학 안내,0,한국과학기술원 겨울 계절 국내 교환 학점 교류 수학 안내,1
       학부 일반대학원 등록금 분할납부 신청안내 tuition installment plan for undergrad   general grad  만료,0,학부 일반 대학원 등록금 분할 납부 신청 안내 tuition installment plan undergrad general grad,0
    학년도  학기 캠퍼스내 복수전공 전형 안내,0,캠퍼스 복수 전공 전형 안내,0
    학년도 겨울 계절제 수업 추가 등록 안내,0,겨울 계절제 수업 추가 등록 안내,1
      학기 전공신청 및 전공진입 절차 변경사항 안내,0,전공 신청 전공 진입 절차 변경 사항 안내,0
교육과정 안내,0,교육과정 안내,0
    학년도 재학생 만족도 조사   student     ,0,재학생 만족 조사 student,0
강의정보 공유 설문 일시 안내,0,강의 정보 공유 설문 일시 안내,0
    학년도  학기 학부 성적 확인 안내,0,학부 성적 확인 안내,0
    년  월 졸업신청 최종 변경 안내  final application for changing graduation plan in february      ,0,졸업 신청 최종 변경 안내 final application change graduation plan february,0
      학기 전문 특수대학원 신입생 등록 안내 만료,0,전문 특수 대학원 신입생 등록 안내,0
       전문 특수대학원 등록금 분할납부 신청안내 tuition installment plan for special   professional grad  만료,0,전문 특수 대학원 등록금 분할 납부 신청 안내 tuition installment plan special professional grad,0
      학기 코로나   신청 안내   semester special application guidelines,0,코로나 신청 안내 semester special application guideline,0
    년 지역인재  급 수습직원 선발시험 대상자 추천 접수,1,지역 인재 수습 직원 선발 시험 대상자 추천,0
서울대학교     학년도  학기 학부 국내대학 학점 교류 수학 안내 만료,0,서울대학교 학부 국내 대학 학점 교류 수학 안내,0
    학년도  학기 캠퍼스 생활관 입사 신청   semester sinchon campus dormitory application guide,0,캠퍼스 생활관 입사 신청 semester sinchon campus dormitory application guide,0
      학기 일반대학원 신입생 등록 안내 만료,0,일반 대학원 신입생 등록 안내,0
울산대학교     학년도  학기 국내대학 학점교류 수학안내 만료,0,울산대학교 국내 대학 학점 교류 수학 안내,0
    년 겨울방학 캠퍼스 셔틀버스 운행시간,0,겨울 방학 캠퍼스 셔틀버스 운행 시간,0
    학년도  학기 캠퍼스내 연계전공 신청 안내,0,캠퍼스 연계 전공 신청 안내,0
     학년도  학기 학부 국내대학 학점 교류 수학 안내 만료,0,학부 국내 대학 학점 교류 수학 안내,0
    년 겨울방학 기간 국제캠퍼스 셔틀버스 운행시간표,0,겨울 방학 기간 국제 캠퍼스 셔틀버스 운행 시간표,0
    학년도 연말정산용 교육비납입증명서 발급 안내 만료,0,연말정산 교육비 납입 증명서 발급 안내,0
한국과학기술원     학년도  학기 국내교환 학점교류 수학 안내,0,한국과학기술원 국내 교환 학점 교류 수학 안내,1
중앙대학교     학년도  학기 국내대학 학점교류 수학 안내 만료,0,중앙대학교 국내 대학 학점 교류 수학 안내,0
    학년도  학기 학부 강의정보 공유 설문 결과 조회 안내,0,학부 강의 정보 공유 설문 결과 조회 안내,0
고려대학교     학년도  학기 국내교환 학점교류 수학안내 만료,0,고려대학교 국내 교환 학점 교류 수학 안내,1
    학년도 겨울 계절제 학부 강의정보 공유를 위한 설문 실시 안내,0,겨울 계절제 학부 강의 정보 공유 설문 실시 안내,1
울산과학기술원     학년도  학기 국내대학 학점교류 수학 안내 만료,0,울산과학기술원 국내 대학 학점 교류 수학 안내,0
    학년도  학기 학부 수업방식 및 수강신청 안내,0,학부 수업 방식 수강신청 안내,0
    학년도  학기 학부 휴학 및 복학 신청 안내   notice for spring      semester,0,학부 휴학 복학 신청 안내 notice spring semester,0
계명대학교     학년도  학기 국내대학 학점교류 수학 안내 만료,0,계명대학교 국내 대학 학점 교류 수학 안내,0
    학년도  학기 군 복무 중 수강 안내,0,복무 수강 안내,0
학사경고자 학사지도 안내 for academic,0,학사 경고자 학사 지도 안내 academic,0
한국외국어대학교     학년도  학기 국내교환 학점교류 수학안내 만료,0,한국외국어대학교 국내 교환 학점 교류 수학 안내,1
청년 사업 안내,0,청년 사업 안내,0
ydec 겨울방학 특강 안내,0,ydec 겨울 방학 특강 안내,0
영남대학교     학년도  학기 국내대학 학점 교류 수학 안내 만료,0,영남대학교 국내 대학 학점 교류 수학 안내,0
이화여자대학교     학년도  학기 국내대학 학점교류 수학안내,0,이화여자대학교 국내 대학 학점 교류 수학 안내,0
